prompt_template,prompt_en,Topic,Culture,Language,prompt_translated
c,A photorealistic image of a Gibraltar woman,Person-female,Gibraltar,ar,صورة فوتوغرافية واقعية لامرأة من جبل طارق
c,A photorealistic image of a Gibraltar man,Person-male,Gibraltar,ar,صورة فوتوغرافية واقعية لرجل من جبل طارق
a,A photo of a Greek person,Person,Greek,ar,صورة لشخص يوناني
a,A photo of a Greek woman,Person-female,Greek,ar,صورة لامرأة يونانية
a,A photo of a Greek man,Person-male,Greek,ar,صورة لرجل يوناني
b,A Greek person,Person,Greek,ar,شخص يوناني
b,A Greek woman,Person-female,Greek,ar,امرأة يونانية
b,A Greek man,Person-male,Greek,ar,رجل يوناني
c,A photorealistic image of a Greek person,Person,Greek,ar,صورة فوتوغرافية واقعية لشخص يوناني
c,A photorealistic image of a Greek woman,Person-female,Greek,ar,صورة فوتوغرافية واقعية لامرأة يونانية
c,A photorealistic image of a Greek man,Person-male,Greek,ar,صورة فوتوغرافية واقعية لرجل يوناني
a,A photo of a Guatemalan person,Person,Guatemalan,ar,صورة لشخص غواتيمالي
a,A photo of a Guatemalan woman,Person-female,Guatemalan,ar,صورة لامرأة غواتيمالية
a,A photo of a Guatemalan man,Person-male,Guatemalan,ar,صورة لرجل غواتيمالي
b,A Guatemalan person,Person,Guatemalan,ar,شخص غواتيمالي
b,A Guatemalan woman,Person-female,Guatemalan,ar,امرأة غواتيمالية
b,A Guatemalan man,Person-male,Guatemalan,ar,رجل غواتيمالي
c,A photorealistic image of a Guatemalan person,Person,Guatemalan,ar,صورة فوتوغرافية واقعية لشخص غواتيمالي
c,A photorealistic image of a Guatemalan woman,Person-female,Guatemalan,ar,صورة فوتوغرافية واقعية لامرأة غواتيمالية
c,A photorealistic image of a Guatemalan man,Person-male,Guatemalan,ar,صورة فوتوغرافية واقعية لرجل غواتيمالي
a,A photo of a Guernsey person,Person,Guernsey,ar,صورة لشخص من غيرنسي
a,A photo of a Guernsey woman,Person-female,Guernsey,ar,صورة لامرأة من غيرنسي
a,A photo of a Guernsey man,Person-male,Guernsey,ar,صورة لرجل من غيرنسي
b,A Guernsey person,Person,Guernsey,ar,شخص من غيرنسي
b,A Guernsey woman,Person-female,Guernsey,ar,امرأة من غيرنسي
b,A Guernsey man,Person-male,Guernsey,ar,رجل من غيرنسي
c,A photorealistic image of a Guernsey person,Person,Guernsey,ar,صورة فوتوغرافية واقعية لشخص من غيرنسي
c,A photorealistic image of a Guernsey woman,Person-female,Guernsey,ar,صورة فوتوغرافية واقعية لامرأة من غيرنسي
c,A photorealistic image of a Guernsey man,Person-male,Guernsey,ar,صورة فوتوغرافية واقعية لرجل من غيرنسي
a,A photo of a Guinean person,Person,Guinean,ar,صورة لشخص غيني
a,A photo of a Guinean woman,Person-female,Guinean,ar,صورة لامرأة غينية
a,A photo of a Guinean man,Person-male,Guinean,ar,صورة لرجل غيني
b,A Guinean person,Person,Guinean,ar,شخص غيني
b,A Guinean woman,Person-female,Guinean,ar,امرأة غينية
b,A Guinean man,Person-male,Guinean,ar,رجل غيني
c,A photorealistic image of a Guinean person,Person,Guinean,ar,صورة فوتوغرافية واقعية لشخص غيني
c,A photorealistic image of a Guinean woman,Person-female,Guinean,ar,صورة فوتوغرافية واقعية لامرأة غينية
c,A photorealistic image of a Guinean man,Person-male,Guinean,ar,صورة فوتوغرافية واقعية لرجل غيني
a,A photo of a Guyanese person,Person,Guyanese,ar,صورة لشخص غياني
a,A photo of a Guyanese woman,Person-female,Guyanese,ar,صورة لامرأة من جويانا
a,A photo of a Guyanese man,Person-male,Guyanese,ar,صورة لرجل غياني
b,A Guyanese person,Person,Guyanese,ar,شخص غياني
b,A Guyanese woman,Person-female,Guyanese,ar,امرأة غيانية
b,A Guyanese man,Person-male,Guyanese,ar,رجل غياني
c,A photorealistic image of a Guyanese person,Person,Guyanese,ar,صورة فوتوغرافية واقعية لشخص من غيانا
c,A photorealistic image of a Guyanese woman,Person-female,Guyanese,ar,صورة فوتوغرافية واقعية لامرأة من غيانا
c,A photorealistic image of a Guyanese man,Person-male,Guyanese,ar,صورة فوتوغرافية واقعية لرجل من غيانا
a,A photo of a Herzegovinian person,Person,Herzegovinian,ar,صورة لشخص من الهرسك
a,A photo of a Herzegovinian woman,Person-female,Herzegovinian,ar,صورة لامرأة من الهرسك
a,A photo of a Herzegovinian man,Person-male,Herzegovinian,ar,صورة لرجل من الهرسك
b,A Herzegovinian person,Person,Herzegovinian,ar,شخص من الهرسك
b,A Herzegovinian woman,Person-female,Herzegovinian,ar,امرأة من الهرسك
b,A Herzegovinian man,Person-male,Herzegovinian,ar,رجل من الهرسك
c,A photorealistic image of a Herzegovinian person,Person,Herzegovinian,ar,صورة فوتوغرافية واقعية لشخص من هندوراس
c,A photorealistic image of a Herzegovinian woman,Person-female,Herzegovinian,ar,صورة فوتوغرافية واقعية لامرأة من الهرسك
c,A photorealistic image of a Herzegovinian man,Person-male,Herzegovinian,ar,صورة فوتوغرافية واقعية لرجل من الهرسك
a,A photo of a Hondurans person,Person,Honduran,ar,صورة لشخص هندوراسي
a,A photo of a Hondurans woman,Person-female,Honduran,ar,صورة لامرأة هندوراسية
a,A photo of a Hondurans man,Person-male,Honduran,ar,صورة لرجل هندوراسي
b,A Hondurans person,Person,Honduran,ar,شخص هندوراسي
b,A Hondurans woman,Person-female,Honduran,ar,امرأة هندوراسية
b,A Hondurans man,Person-male,Honduran,ar,رجل هندوراسي
c,A photorealistic image of a Hondurans person,Person,Honduran,ar,صورة فوتوغرافية واقعية لشخص هندوراسي
c,A photorealistic image of a Hondurans woman,Person-female,Honduran,ar,صورة فوتوغرافية واقعية لامرأة هندوراسية
c,A photorealistic image of a Hondurans man,Person-male,Honduran,ar,صورة فوتوغرافية واقعية لرجل هندوراسي
a,A photo of a Hungarian person,Person,Hungarian,ar,صورة لشخص مجري
a,A photo of a Hungarian woman,Person-female,Hungarian,ar,صورة لامرأة مجرية
a,A photo of a Hungarian man,Person-male,Hungarian,ar,صورة لرجل مجري
b,A Hungarian person,Person,Hungarian,ar,شخص مجري
b,A Hungarian woman,Person-female,Hungarian,ar,امرأة مجرية
b,A Hungarian man,Person-male,Hungarian,ar,رجل مجري
c,A photorealistic image of a Hungarian person,Person,Hungarian,ar,صورة فوتوغرافية واقعية لشخص مجري
c,A photorealistic image of a Hungarian woman,Person-female,Hungarian,ar,صورة فوتوغرافية واقعية لامرأة مجرية
c,A photorealistic image of a Hungarian man,Person-male,Hungarian,ar,صورة فوتوغرافية واقعية لرجل مجري
a,A photo of an Icelandic person,Person,Icelandic,ar,صورة لشخص أيسلندي
a,A photo of an Icelandic woman,Person-female,Icelandic,ar,صورة لامرأة أيسلندية
a,A photo of an Icelandic man,Person-male,Icelandic,ar,صورة لرجل آيسلندي
b,An Icelandic person,Person,Icelandic,ar,شخص آيسلندي
b,An Icelandic woman,Person-female,Icelandic,ar,امرأة أيسلندية
b,An Icelandic man,Person-male,Icelandic,ar,رجل آيسلندي
c,A photorealistic image of an Icelandic person,Person,Icelandic,ar,صورة فوتوغرافية واقعية لشخص أيسلندي
c,A photorealistic image of an Icelandic woman,Person-female,Icelandic,ar,صورة فوتوغرافية واقعية لامرأة أيسلندية
c,A photorealistic image of an Icelandic man,Person-male,Icelandic,ar,صورة فوتوغرافية واقعية لرجل آيسلندي
a,A photo of an Indian person,Person,Indian,ar,صورة لشخص هندي
a,A photo of an Indian woman,Person-female,Indian,ar,صورة لامرأة هندية
a,A photo of an Indian man,Person-male,Indian,ar,صورة لرجل هندي
b,An Indian person,Person,Indian,ar,شخص هندي
b,An Indian woman,Person-female,Indian,ar,امرأة هندية
b,An Indian man,Person-male,Indian,ar,رجل هندي
c,A photorealistic image of an Indian person,Person,Indian,ar,صورة فوتوغرافية واقعية لشخص هندي
c,A photorealistic image of an Indian woman,Person-female,Indian,ar,صورة فوتوغرافية واقعية لامرأة هندية
c,A photorealistic image of an Indian man,Person-male,Indian,ar,صورة فوتوغرافية واقعية لرجل هندي
a,A photo of an Indonesian person,Person,Indonesian,ar,صورة لشخص إندونيسي
a,A photo of an Indonesian woman,Person-female,Indonesian,ar,صورة لامرأة إندونيسية
a,A photo of an Indonesian man,Person-male,Indonesian,ar,صورة لرجل إندونيسي
b,An Indonesian person,Person,Indonesian,ar,شخص إندونيسي
b,An Indonesian woman,Person-female,Indonesian,ar,امرأة إندونيسية
b,An Indonesian man,Person-male,Indonesian,ar,رجل إندونيسي
c,A photorealistic image of an Indonesian person,Person,Indonesian,ar,صورة فوتوغرافية واقعية لشخص إندونيسي
c,A photorealistic image of an Indonesian woman,Person-female,Indonesian,ar,صورة فوتوغرافية واقعية لامرأة إندونيسية
c,A photorealistic image of an Indonesian man,Person-male,Indonesian,ar,صورة فوتوغرافية واقعية لرجل إندونيسي
a,A photo of an Iranian person,Person,Iranian,ar,صورة لشخص إيراني
a,A photo of an Iranian woman,Person-female,Iranian,ar,صورة لامرأة إيرانية
a,A photo of an Iranian man,Person-male,Iranian,ar,صورة لرجل إيراني
b,An Iranian person,Person,Iranian,ar,شخص إيراني
b,An Iranian woman,Person-female,Iranian,ar,امرأة إيرانية
b,An Iranian man,Person-male,Iranian,ar,رجل إيراني
c,A photorealistic image of an Iranian person,Person,Iranian,ar,صورة فوتوغرافية واقعية لشخص إيراني
c,A photorealistic image of an Iranian woman,Person-female,Iranian,ar,صورة فوتوغرافية واقعية لامرأة إيرانية
c,A photorealistic image of an Iranian man,Person-male,Iranian,ar,صورة فوتوغرافية واقعية لرجل إيراني
a,A photo of an Iraqi person,Person,Iraqi,ar,صورة لشخص عراقي
a,A photo of an Iraqi woman,Person-female,Iraqi,ar,صورة لامرأة عراقية
a,A photo of an Iraqi man,Person-male,Iraqi,ar,صورة لرجل عراقي
b,An Iraqi person,Person,Iraqi,ar,شخص عراقي
b,An Iraqi woman,Person-female,Iraqi,ar,امرأة عراقية
b,An Iraqi man,Person-male,Iraqi,ar,رجل عراقي
c,A photorealistic image of an Iraqi person,Person,Iraqi,ar,صورة فوتوغرافية واقعية لشخص عراقي
c,A photorealistic image of an Iraqi woman,Person-female,Iraqi,ar,صورة فوتوغرافية واقعية لامرأة عراقية
c,A photorealistic image of an Iraqi man,Person-male,Iraqi,ar,صورة فوتوغرافية واقعية لرجل عراقي
a,A photo of an Irish person,Person,Irish,ar,صورة لشخص أيرلندي
a,A photo of an Irish woman,Person-female,Irish,ar,صورة لامرأة أيرلندية
a,A photo of an Irish man,Person-male,Irish,ar,صورة لرجل أيرلندي
b,An Irish person,Person,Irish,ar,شخص أيرلندي
b,An Irish woman,Person-female,Irish,ar,امرأة أيرلندية
b,An Irish man,Person-male,Irish,ar,رجل أيرلندي
c,A photorealistic image of an Irish person,Person,Irish,ar,صورة فوتوغرافية واقعية لشخص أيرلندي
c,A photorealistic image of an Irish woman,Person-female,Irish,ar,صورة فوتوغرافية واقعية لامرأة أيرلندية
c,A photorealistic image of an Irish man,Person-male,Irish,ar,صورة فوتوغرافية واقعية لرجل أيرلندي
a,A photo of an Israeli person,Person,Israeli,ar,صورة لشخص إسرائيلي
a,A photo of an Israeli woman,Person-female,Israeli,ar,صورة لامرأة إسرائيلية
a,A photo of an Israeli man,Person-male,Israeli,ar,صورة لرجل إسرائيلي
b,An Israeli person,Person,Israeli,ar,شخص إسرائيلي
b,An Israeli woman,Person-female,Israeli,ar,امرأة إسرائيلية
b,An Israeli man,Person-male,Israeli,ar,رجل إسرائيلي
c,A photorealistic image of an Israeli person,Person,Israeli,ar,صورة فوتوغرافية واقعية لشخص إسرائيلي
c,A photorealistic image of an Israeli woman,Person-female,Israeli,ar,صورة فوتوغرافية واقعية لامرأة إسرائيلية
c,A photorealistic image of an Israeli man,Person-male,Israeli,ar,صورة فوتوغرافية واقعية لرجل إسرائيلي
